"","PERSONID","VARSTRAT","GCDWORK","WKFTPT","HH_RACE","WKFTPT.1","WKRMHM","DRIVER","DTCOST","DTCONJ","R_SEX","R_AGE","HBHUR","WRKCOUNT","HHFAMINC"
"78191","32512803-1",31,1.3160532721,2,1,2,2,1,3,-1,1,69,"S",2,-7
"78221","32519905-1",17,1.1302705212,2,1,2,2,1,2,-1,1,34,"S",3,18
"78223","32519905-3",17,2.0873977987,2,1,2,2,1,3,-1,1,17,"S",3,18
"78236","32521962-3",46,0.4709469183,2,-7,2,2,2,-1,-1,1,18,"U",4,-7
"78237","32521962-4",46,7.1672836657,2,-7,2,2,2,-1,-1,2,16,"U",4,-7
"78262","32527665-1",2,25.39377927,2,1,2,2,1,3,-1,2,53,"TC",2,14
"78281","32531961-2",47,5.7883844838,2,1,2,1,1,-1,-1,2,49,"S",2,18
"78320","32537310-1",39,5.5108199295,2,1,2,1,1,3,-1,2,47,"C",2,18
"78345","32541148-1",52,13.67205039,2,1,2,2,1,-1,3,2,61,"TC",2,1
"78346","32541148-2",52,10.110230924,2,1,2,2,1,-1,-1,2,27,"TC",2,1
"78356","32542202-1",30,5.2398805849,2,1,2,2,1,-1,-1,2,31,"TC",1,4
"78367","32543795-2",20,1.1879123481,2,1,2,2,1,1,-1,2,43,"C",4,10
"78368","32543795-3",20,2.9946689768,2,1,2,2,1,-1,-1,1,19,"C",4,10
"78370","32544288-1",98,2.5712945904,2,1,2,2,1,-1,-1,1,75,"TC",1,6
"78374","32545212-1",37,1.0695495076,2,97,2,2,1,-1,-1,2,42,"U",1,4
"78384","32546808-2",76,12.176867707,2,1,2,2,1,-1,-1,2,56,"TC",3,18
"78386","32546808-4",76,6.9225565705,2,1,2,2,1,-1,-1,2,22,"TC",3,18
"78404","32549386-1",89,7.1343744994,2,1,2,2,1,-1,-1,2,36,"S",2,14
"78418","32551857-1",10,4.8977702518,2,1,2,2,1,-1,-1,1,80,"U",1,15
"78437","32555006-7",52,0.545399716,2,1,2,2,2,3,-1,1,17,"S",2,18
"78443","32556085-1",18,12.808251,2,1,2,2,1,3,-1,2,74,"S",1,14
"78455","32557336-1",31,8.4280929469,2,3,2,1,1,-1,-1,1,44,"C",1,9
"78457","32558593-1",20,8.6507946891,2,1,2,2,1,-1,-1,2,49,"TC",3,-7
"78514","32568499-2",80,17.543674477,2,1,2,2,1,-1,1,1,47,"U",1,4
"78569","32576560-1",98,2.142568695,2,1,2,2,1,-1,3,2,33,"S",1,8
"78575","32576720-2",37,1.8863274195,2,1,2,2,1,-1,-1,2,54,"C",2,9
"78588","32578528-2",36,23.276992137,2,1,2,1,1,-1,-1,1,61,"TC",1,14
"78601","32579918-2",5,5.2974830543,2,1,2,2,1,-1,-1,2,57,"TC",1,8
"78602","32580204-1",100,1.0658673852,2,1,2,1,1,2,-1,2,37,"TC",2,15
"78624","32586242-3",65,13.796495744,2,1,2,2,2,-1,-1,2,18,"TC",2,14
"78625","32586309-1",19,1.9181796771,2,1,2,2,1,-1,1,1,59,"C",2,12
"78640","32588022-1",93,3.0529901895,2,2,2,2,1,-1,3,2,48,"U",1,10
"78646","32588488-2",54,5.234559624,2,1,2,2,1,-1,-1,2,57,"TC",2,16
"78663","32590801-1",29,5.9811661179,2,1,2,1,1,-1,-1,1,67,"TC",1,6
"78670","32592216-3",84,4.2016634574,2,7,2,2,2,-1,2,2,16,"C",2,12
"78675","32592560-3",49,17.798421398,2,1,2,2,1,-1,2,2,46,"TC",2,13
"78685","32596689-1",12,2.1635769591,2,1,2,2,1,3,-1,2,59,"TC",1,6
"78725","32602955-3",43,1.434657072,2,1,2,2,1,-1,-1,2,16,"C",2,18
"78754","32606328-1",45,1.8465991621,2,1,2,2,1,-1,-1,2,38,"TC",2,14
"78762","32606784-4",84,1.5768334189,2,1,2,2,2,-1,-1,2,16,"S",3,9
"78788","32611265-2",92,1.9133935753,2,1,2,2,1,3,-1,2,46,"TC",2,14
"78802","32614417-3",27,11.993209316,2,1,2,2,2,-1,-1,1,32,"TC",2,13
"78841","32621031-2",17,8.5024862596,2,1,2,2,1,-1,-1,2,69,"S",1,15
"78847","32622289-1",44,9.9891960899,2,1,2,2,1,2,-1,1,61,"S",2,18
"78848","32622289-2",44,12.16405905,2,1,2,1,1,-1,-1,2,61,"S",2,18
"78869","32626522-1",20,6.2231822547,2,1,2,2,1,3,-1,2,27,"U",2,17
"78880","32629091-1",87,0.2070121341,2,1,2,1,1,-1,-1,2,49,"U",1,10
"78895","32631834-2",89,6.2754166403,2,1,2,2,1,-1,-1,2,62,"S",2,18
"78919","32638691-3",48,3.2565275189,2,1,2,2,1,-1,-1,2,20,"C",3,12
"78934","32641842-1",83,7.0353061293,2,1,2,1,1,3,-1,2,52,"TC",1,11
"78946","32642791-1",96,5.8164928974,2,1,2,2,1,-1,-1,1,68,"TC",2,13
"78954","32643556-1",54,0.1849240127,2,1,2,2,1,2,-1,2,73,"TC",2,12
"78955","32643556-2",54,0.1849240127,2,1,2,2,1,-1,3,1,74,"TC",2,12
"78961","32644852-1",79,3.8748638819,2,1,2,2,1,-1,2,2,36,"TC",2,18
"78966","32645028-2",28,14.711694898,2,7,2,2,1,-1,-1,1,44,"S",1,18
"78980","32646379-1",91,5.091191955,2,1,2,2,1,-1,-1,2,82,"TC",1,7
"78993","32648681-1",7,1.5223054554,2,1,2,1,1,-1,-1,2,70,"C",2,8
"79022","32654187-3",44,5.974695588,2,1,2,2,1,2,-1,2,21,"TC",3,12
"79023","32654226-1",10,0.6987119465,2,1,2,2,1,-1,-1,2,65,"TC",1,6
"79049","32658989-1",34,3.9652260715,2,1,2,2,1,-1,-1,2,63,"TC",2,12
"79073","32661907-3",80,2.4188646775,2,1,2,2,1,-1,-1,1,17,"C",2,17
"79081","32662164-1",7,8.0618931965,2,1,2,2,1,3,-1,2,39,"C",1,18
"79134","32671661-1",24,25.776448967,2,1,2,2,1,3,-1,2,53,"TC",2,11
"79135","32671661-2",24,4.5078726956,2,1,2,2,1,-1,-1,1,53,"TC",2,11
"79137","32671746-1",56,3.9372576929,2,1,2,2,1,3,-1,2,36,"S",2,12
"79153","32672109-2",59,2.2613835574,2,1,2,2,1,-1,-1,2,20,"TC",2,5
"79161","32672725-2",13,23.824372111,2,1,2,2,1,2,-1,2,62,"TC",2,16
"79165","32673982-2",59,35.17723046,2,1,2,2,1,-1,-1,2,48,"C",2,17
"79170","32674907-1",25,6.1932618406,2,1,2,2,1,-1,-1,1,71,"S",1,12
"79220","32681343-2",18,15.801461087,2,1,2,2,1,-1,-1,2,55,"TC",2,13
"79221","32681790-1",88,1.5926871357,2,1,2,2,1,-1,-1,2,64,"TC",1,6
"79225","32682760-1",21,2.2519541527,2,1,2,1,1,1,-1,2,61,"C",1,-7
"79249","32687224-5",25,4.1334181263,2,1,2,2,1,-1,-1,1,18,"TC",4,15
"79250","32687439-1",29,8.912883716,2,1,2,2,1,2,-1,2,37,"TC",2,10
"79348","32707159-2",15,0.8735642122,2,1,2,2,1,-1,-1,2,61,"U",1,11
"79349","32708277-1",18,4.7698329203,2,1,2,-1,1,3,-1,1,73,"TC",1,6
"79365","32713534-2",75,5.7360864856,2,1,2,1,1,-1,-1,2,60,"TC",2,10
"79376","32713972-1",32,6.9013185424,2,1,2,2,1,-1,2,2,78,"S",1,5
"79382","32716919-3",90,1.1494144561,2,1,2,2,1,2,-1,1,17,"TC",2,10
"79397","32719143-1",33,4.0136159691,2,1,2,2,1,2,-1,1,65,"TC",1,18
"79431","32722796-1",83,1.4759228857,2,1,2,2,1,-1,-1,1,69,"U",3,18
"79433","32722796-3",83,2.7635892492,2,1,2,2,1,-1,-1,1,25,"U",3,18
"79479","32728248-6",53,0.1820187994,2,7,2,2,2,-1,-1,1,19,"S",3,5
"79484","32728387-4",26,7.8713843056,2,1,2,2,2,3,-1,1,34,"S",2,6
"79494","32729816-2",29,14.83357969,2,2,2,2,1,-1,-1,1,51,"U",1,2
"79503","32731042-2",64,1.8708781228,2,1,2,2,1,-1,-1,2,68,"TC",1,10
"79506","32731583-3",47,1.1704452701,2,1,2,2,1,2,-1,2,16,"TC",3,9
"79527","32734267-2",49,11.440822481,2,2,2,2,1,-1,3,1,65,"S",2,16
"79572","32742002-1",22,3.0787555184,2,1,2,2,1,-1,-1,2,49,"S",1,18
"79582","32743924-2",66,20.239836233,2,1,2,2,1,-1,-1,2,28,"TC",1,10
"79602","32750678-1",15,10.510249315,2,1,2,2,1,-1,-1,1,55,"S",2,9
"79661","32758713-1",41,5.8149419383,2,1,2,2,1,-1,1,2,28,"S",2,16
"79666","32758870-2",38,1.1769267062,2,1,2,1,1,-1,-1,2,65,"TC",2,18
"79668","32760323-2",66,24.721983177,2,1,2,1,1,-1,2,1,68,"TC",1,17
"79671","32760387-3",72,3.2330917381,2,1,2,2,1,-1,-1,2,18,"S",4,17
"79706","32765672-1",11,6.2278560256,2,1,2,2,1,2,-1,2,48,"U",1,4
"79721","32767630-1",66,7.2706055878,2,1,2,2,1,3,-1,2,49,"TC",2,14
"79727","32767667-1",84,6.933595626,2,1,2,2,1,-1,-1,2,72,"TC",2,6
"79743","32773136-1",37,2.2928576108,2,1,2,2,1,2,-1,2,41,"U",2,9
"79759","32774085-2",9,9.1028807512,2,1,2,2,1,-1,3,2,62,"S",2,18
"79769","32776230-1",2,6.2840340039,2,1,2,2,1,-1,2,2,33,"S",2,14
"79777","32777732-1",44,6.385360674,2,1,2,2,1,-1,-1,2,61,"S",1,-7
"79811","32783649-2",45,4.3932952911,2,7,2,2,1,-1,-1,1,43,"TC",1,6
"79832","32786604-1",52,3.2440606866,2,1,2,2,1,1,-1,1,56,"S",1,7
"79871","32794908-2",10,0.4676610293,2,1,2,2,1,-1,-1,2,58,"TC",2,5
"79915","32801655-1",3,0.7049278041,2,1,2,2,1,-1,-1,1,41,"TC",1,6
"79917","32801758-1",9,1.0116678304,2,1,2,2,1,-1,-1,1,81,"C",2,6
"79918","32801758-2",9,0.3298217323,2,1,2,2,1,-1,-1,2,73,"C",2,6
"79941","32804991-2",48,6.7286516733,2,1,2,1,1,-1,-1,2,63,"TC",1,12
"79950","32807367-3",42,3.1617255096,2,1,2,2,1,-1,-1,2,17,"TC",3,16
"79974","32811207-2",23,1.5618281152,2,3,2,-1,1,-1,-1,1,56,"C",2,14
"79987","32812811-1",56,3.6816921622,2,1,2,-8,1,-1,-1,2,40,"TC",2,16
"80001","32815139-1",84,13.897077957,2,1,2,1,1,-1,3,2,65,"S",2,18
"80010","32817795-3",19,3.7946070408,2,1,2,2,1,-1,-1,2,18,"TC",3,17
"80011","32817816-1",84,3.1827701686,2,2,2,2,1,-1,2,2,34,"C",1,3
"80028","32819203-2",89,1.5551209397,2,1,2,1,1,-1,2,2,69,"S",2,17
"80030","32819780-2",65,1.3159331379,2,1,2,2,1,-1,-1,1,76,"C",1,18
"80041","32822315-1",52,3.877379481,2,1,2,2,1,-1,-1,2,50,"TC",2,14
"80042","32822315-2",52,3.8813804144,2,1,2,2,1,-1,-1,2,16,"TC",2,14
"80049","32823581-1",99,6.4076599027,2,1,2,2,1,2,-1,2,78,"TC",1,4
"80070","32828924-1",30,3.6376730739,2,1,2,2,1,-1,3,2,59,"TC",1,5
"80083","32831438-2",67,5.1558322893,2,1,2,2,2,-1,-1,1,16,"C",2,5
"80087","32831997-1",45,0.4977172516,2,1,2,2,2,-1,-1,2,56,"U",1,2
"80114","32836509-1",15,64.198922986,2,1,2,1,1,-1,-1,1,72,"TC",1,18
"80149","32843208-3",82,3.3472486874,2,1,2,2,1,-1,-1,2,21,"TC",3,18
"80159","32844072-4",95,5.0143115048,2,1,2,2,1,2,-1,2,16,"TC",4,13
"80163","32844296-2",13,2.8338952213,2,1,2,1,1,2,-1,2,55,"TC",2,18
"80188","32850233-2",46,11.887942638,2,1,2,2,1,-1,2,2,65,"S",1,16
"80192","32850626-4",76,7.029391627,2,1,2,2,2,2,-1,2,18,"TC",4,17
"80194","32852367-1",27,3.2055678408,2,1,2,1,1,-1,-1,2,74,"TC",1,12
"80215","32858033-2",14,13.140759444,2,1,2,2,1,-1,-1,2,21,"S",2,16
"80230","32861220-2",1,6.0224199691,2,1,2,2,1,-1,-1,2,72,"TC",2,18
"80234","32861396-2",16,1.1231795462,2,1,2,1,1,-1,-1,1,68,"TC",1,8
"80258","32863989-1",18,18.678392482,2,1,2,2,1,-1,-1,2,64,"S",1,6
"80265","32865125-1",95,3.0443228452,2,1,2,2,1,2,-1,2,30,"S",2,8
"80279","32867567-3",36,7.3928932597,2,7,2,2,1,1,-1,1,58,"C",3,9
"80282","32867606-4",74,14.236685402,2,1,2,2,1,-1,-1,1,18,"TC",2,10
"80295","32870071-4",62,13.636519413,2,1,2,2,1,3,-1,1,20,"S",4,10
"80301","32870866-3",13,0.7650950045,2,1,2,2,1,-1,-1,2,16,"TC",3,18
"80321","32875441-1",43,1.8102924934,2,2,2,2,1,-1,3,2,65,"U",1,5
"80336","32878086-1",92,4.3686606344,2,1,2,2,1,-1,2,2,39,"TC",2,14
"80342","32878291-1",32,9.8334747547,2,1,2,2,1,3,-1,2,33,"TC",1,6
"80348","32879270-1",19,5.9532630779,2,2,2,2,1,-1,3,2,61,"U",2,6
"80355","32879766-3",80,6.2206346729,2,1,2,2,1,-1,-1,2,19,"TC",2,12
"80358","32880874-1",57,5.4968190389,2,1,2,2,1,-1,-1,2,49,"TC",3,18
"80360","32880874-4",57,2.5634615382,2,1,2,2,1,-1,-1,1,17,"TC",3,18
"80404","32887800-1",98,1.0923535228,2,1,2,2,1,-1,-1,1,67,"TC",1,14
"80417","32888674-1",22,0.5404811925,2,1,2,2,1,-1,-1,2,43,"S",4,6
"80462","32896866-2",5,1.3919961464,2,1,2,2,1,3,-1,1,17,"TC",2,3
"80464","32897014-1",80,13.918635677,2,1,2,2,1,2,-1,2,55,"TC",2,18
"80496","32901425-3",89,1.7931274479,2,1,2,2,1,-1,-1,1,16,"C",2,15
"80527","32905713-1",2,1.2747460835,2,1,2,2,1,2,-1,2,51,"U",1,3
"80543","32909373-1",6,3.1274186672,2,1,2,2,1,-1,-1,2,22,"TC",1,6
"80545","32909551-2",18,6.5750878319,2,1,2,2,1,-1,-1,2,42,"TC",1,14
"80547","32910548-1",75,1.5230166429,2,1,2,2,1,3,-1,2,54,"TC",2,8
"80548","32910548-2",75,21.728959152,2,1,2,2,1,-1,-1,1,66,"TC",2,8
"80561","32913905-3",75,3.7746730611,2,1,2,2,2,-1,-1,1,23,"S",2,12
"80563","32914171-2",57,8.5150721296,2,1,2,2,2,-1,-1,2,25,"TC",2,8
"80587","32918197-1",73,8.4310884152,2,1,2,2,1,2,-1,2,48,"TC",2,16
"80599","32919279-1",29,4.0413860606,2,7,2,2,1,3,-1,2,30,"S",1,3
"80611","32920501-1",87,6.3258913896,2,97,2,2,1,3,-1,1,36,"U",2,4
"80612","32920501-2",87,5.03234481,2,97,2,-1,1,-1,-1,2,30,"U",2,4
"80648","32927416-3",65,3.9477748899,2,1,2,2,2,2,-1,1,17,"S",3,15
"80705","32936614-2",79,5.6580649963,2,1,2,2,1,2,-1,1,71,"C",1,14
"80707","32936735-2",14,7.4964366318,2,1,2,2,1,-1,-1,2,56,"S",2,18
"80718","32938047-2",30,3.0706143069,2,1,2,1,1,-1,-1,2,62,"S",1,13
"80735","32941074-2",82,7.5960335708,2,1,2,2,1,-1,-1,1,56,"TC",3,9
"80736","32941074-3",82,9.1300081292,2,1,2,2,1,-1,-1,1,18,"TC",3,9
"80752","32941953-2",73,0.3399294284,2,1,2,2,2,-1,-1,1,17,"C",2,8
"80754","32943966-1",89,1.1272015129,2,1,2,2,1,-1,-1,2,66,"S",2,18
"80755","32943966-2",89,0.6199294576,2,1,2,2,1,-1,-1,1,67,"S",2,18
"80758","32944048-3",36,5.5319308394,2,1,2,2,1,-1,-1,2,17,"TC",2,17
"80800","32950263-3",85,1.2039218285,2,1,2,2,1,-1,-1,1,17,"C",2,16
"80806","32950786-1",35,0.6821526421,2,1,2,2,1,3,-1,2,34,"C",2,11
"80812","32951103-1",57,7.7100303469,2,1,2,2,1,-1,-1,1,55,"TC",1,13
"80817","32951644-1",7,3.9883017323,2,1,2,2,1,-1,-1,1,36,"TC",2,8
"80835","32954337-1",23,9.050695903,2,1,2,2,1,2,-1,2,49,"TC",4,8
"80837","32954337-3",23,6.1006287571,2,1,2,2,1,2,-1,2,17,"TC",4,8
"80838","32954337-4",23,6.1006287571,2,1,2,2,1,-1,-1,2,16,"TC",4,8
"80847","32956658-1",100,1.6420883286,2,1,2,2,1,-1,-1,2,61,"S",1,6
"80869","32959480-2",97,6.269778566,2,1,2,2,1,2,-1,2,68,"TC",1,12
"80870","32960235-1",34,3.4658237614,2,1,2,2,1,-1,-1,2,72,"U",1,5
"80900","32964130-1",57,1.0245884083,2,1,2,2,2,-1,-1,2,77,"TC",1,4
"80908","32964774-4",89,1.8527140983,2,1,2,2,1,2,-1,1,16,"S",2,18
"80915","32964970-1",5,13.282898456,2,1,2,2,1,3,-1,2,52,"TC",2,12
"80925","32965548-3",20,4.0419370671,2,1,2,2,1,-1,-1,2,24,"C",2,5
"80930","32965940-1",48,3.1583582019,2,1,2,2,1,-1,-1,2,67,"C",1,4
"80933","32966219-2",23,1.4919844922,2,1,2,2,1,-1,-1,2,70,"S",1,8
"80934","32966255-1",12,1.684998095,2,1,2,2,1,-1,-1,2,46,"TC",2,8
"80939","32966536-2",81,1.3063709949,2,1,2,2,1,-1,-1,2,44,"TC",2,13
"80941","32967430-1",15,2.0366209319,2,1,2,2,1,-1,-1,2,64,"C",1,7
"80945","32968446-3",93,0.3796251255,2,1,2,2,1,-1,-1,2,39,"C",1,7
"80949","32970412-3",35,1.6013335271,2,2,2,2,1,-1,-1,1,18,"S",3,17
"80966","32972032-1",54,2.5821741831,2,1,2,2,1,-1,-1,2,70,"C",1,6
"80979","32975097-1",29,3.125074608,2,1,2,1,1,-1,3,1,56,"C",1,12
"80993","32979835-2",90,15.507350501,2,97,2,2,2,-1,-1,2,41,"U",2,11
"81005","32981865-1",23,0.8467722066,2,1,2,2,1,2,-1,2,68,"S",1,-7
"81030","32984615-2",93,4.1958476846,2,1,2,2,1,-1,-1,2,44,"TC",2,18
"81051","32986347-2",71,1.5073749305,2,1,2,2,1,-1,2,2,62,"TC",2,17
"81055","32986945-1",2,7.8006034226,2,1,2,1,1,-1,1,2,72,"S",1,18
"81060","32987250-1",10,8.8968094137,2,1,2,2,1,-1,-1,2,54,"C",2,18
"81095","32991873-1",9,8.4855385487,2,1,2,2,1,3,-1,2,67,"TC",1,8
"81176","33005227-2",14,42.134591469,2,1,2,2,1,-1,-1,1,72,"TC",1,16
"81207","33009962-1",97,0.5413231164,2,1,2,2,1,-1,3,2,54,"C",2,18
"81211","33010119-1",45,2.6237735469,2,1,2,2,1,-1,-1,2,51,"S",2,14
"81231","33012337-1",45,1.7982334943,2,1,2,2,1,-1,-1,2,37,"TC",2,18
"81250","33015329-2",34,8.429996067,2,1,2,2,1,3,-1,2,59,"TC",1,8
"81276","33021852-3",78,1.7328257537,2,1,2,2,1,2,-1,2,17,"C",2,17
"81313","33027809-3",49,10.580995704,2,1,2,1,1,-1,-1,1,23,"TC",3,18
"81326","33030199-1",97,10.350419413,2,1,2,2,1,3,-1,2,65,"S",1,9
"81327","33030416-1",2,707.00210495,2,1,2,2,1,-1,-1,2,66,"TC",1,4
"81330","33031637-2",85,1.7198611162,2,1,2,2,1,2,-1,2,60,"C",1,11
"81338","33033042-1",47,0.1264434424,2,1,2,2,1,-1,-1,2,77,"TC",1,-8
"81348","33035073-1",24,5.5213801077,2,1,2,2,1,-1,-1,2,57,"C",2,5
"81354","33036351-1",14,3.204039852,2,2,2,2,1,-1,-1,2,39,"U",1,-7
"81387","33039482-1",96,3.4977107842,2,1,2,2,1,3,-1,2,50,"C",1,18
"81404","33043818-1",97,6.2257494741,2,1,2,2,1,2,-1,1,66,"C",2,9
"81407","33045849-1",20,7.2995906254,2,2,2,1,1,3,-1,2,60,"S",1,4
"81428","33050160-1",93,23.370533568,2,1,2,1,1,-1,-1,2,49,"S",2,18
"81455","33056069-1",72,3.7684966639,2,1,2,2,1,-1,-1,2,47,"C",2,17
"81462","33056292-4",10,4.8653290421,2,1,2,2,1,-1,-1,1,19,"C",3,18
"81471","33057767-3",90,0.4575188773,2,1,2,2,1,-1,-1,2,30,"C",4,7
"81473","33057767-5",90,0.4700642738,2,1,2,1,2,-1,-1,1,26,"C",4,7
"81492","33061522-2",11,2.4598720293,2,1,2,2,1,-1,-1,1,67,"C",1,8
"81497","33062305-3",16,0.4519719361,2,1,2,2,2,-1,-1,2,20,"U",2,8
"81507","33062994-3",10,2.2291979179,2,1,2,2,1,-1,-1,2,19,"S",1,18
"81513","33063610-3",82,10.649149989,2,1,2,2,1,3,-1,1,17,"S",3,18
"81571","33069993-1",24,8.7162293275,2,1,2,2,1,-1,-1,2,54,"S",1,14
"81576","33072229-1",73,2.7062152413,2,7,2,2,1,3,-1,2,38,"U",1,2
"81596","33075462-1",7,10.211158683,2,1,2,2,1,-1,-1,1,48,"U",1,-8
"81601","33076263-1",95,2.2312146305,2,1,2,2,1,-1,-1,1,24,"C",2,4
"81629","33080167-3",21,7.9507887346,2,1,2,2,1,3,-1,1,33,"TC",3,12
"81644","33083122-2",65,15.739710048,2,1,2,2,1,3,-1,2,64,"TC",1,12
"81646","33083355-2",66,9.5247679728,2,1,2,2,1,-1,-1,2,59,"TC",2,11
"81665","33085854-4",54,5.6625325724,2,1,2,2,1,-1,-1,2,17,"TC",3,12
"81667","33086105-1",67,1.3209841625,2,1,2,1,1,2,-1,1,60,"TC",1,17
"81715","33093699-1",45,3.4859731367,2,1,2,1,1,-1,2,2,57,"C",1,9
"81734","33098902-1",30,19.35989001,2,1,2,2,1,-1,-1,1,44,"TC",2,17
"81747","33101567-3",19,3.3879188322,2,1,2,2,1,-1,-1,1,18,"TC",1,8
"81748","33101718-1",6,2.971589406,2,1,2,2,1,-1,2,1,67,"TC",1,14
"81778","33105127-1",77,0.1092000362,2,1,2,2,1,2,-1,2,51,"TC",2,-7
"81784","33105499-2",51,6.4004949146,2,1,2,2,1,-1,-1,2,53,"U",3,14
"81785","33105499-3",51,3.2931960092,2,1,2,2,1,-1,-1,1,19,"U",3,14
"81825","33112385-1",43,2.69464413,2,1,2,2,1,3,-1,2,77,"TC",1,8
"81852","33116057-2",14,5.8146541618,2,1,2,2,1,-1,-1,1,59,"TC",2,14
"81854","33116794-1",82,105.06367271,2,1,2,1,1,-1,3,1,72,"S",1,18
"81875","33122432-3",42,2.2607218327,2,7,2,2,1,-1,-1,1,16,"C",3,8
"81878","33122580-1",16,15.371040944,2,1,2,2,1,-1,-1,2,52,"S",2,12
"81884","33123475-1",55,13.922015695,2,1,2,2,1,-1,3,2,75,"S",1,9
"81910","33127512-1",58,3.9543519138,2,1,2,2,1,-1,3,1,86,"TC",1,8
"81914","33128292-1",25,9.2501808823,2,2,2,2,1,3,-1,2,25,"U",1,7
"81957","33137061-1",69,10.245799972,2,2,2,2,1,3,-1,2,64,"TC",1,-7
"81961","33137717-2",42,10.007273821,2,1,2,2,1,-1,-1,1,69,"TC",1,5
"81997","33144434-2",43,9.5707221292,2,1,2,2,1,-1,-1,2,56,"S",2,16
"81998","33144443-1",26,1.6239768875,2,1,2,2,1,-1,-1,2,49,"S",2,16
"82001","33144667-1",20,1.1820098394,2,1,2,2,1,-1,-1,2,73,"TC",1,4
"82028","33147499-1",40,11.543800434,2,1,2,1,1,3,-1,2,55,"TC",2,17
"82046","33150239-2",64,1.5682485368,2,1,2,2,1,3,-1,2,33,"S",1,10
"82111","33161646-1",21,1.2719772237,2,7,2,2,1,-1,1,2,26,"C",1,8
"82117","33162102-1",20,9.4671734251,2,1,2,2,1,-1,2,1,78,"TC",1,6
"82119","33162401-1",33,3.4295040393,2,1,2,2,1,-1,-1,2,67,"C",1,9
"82127","33162782-3",81,0.5936058779,2,1,2,2,1,1,-1,1,19,"TC",3,16
"82140","33164665-1",68,1.4692263224,2,1,2,2,1,3,-1,1,70,"C",2,6
"82157","33167004-1",52,11.282060847,2,1,2,2,1,-1,3,1,76,"S",1,10
"82158","33167040-1",6,6.6768500739,2,1,2,1,1,-1,-1,2,48,"TC",3,6
"82166","33168001-1",52,6.5530063156,2,1,2,2,1,-1,-1,1,75,"TC",1,12
"82180","33171083-1",6,4.5916302059,2,6,2,2,1,3,-1,1,51,"C",1,13
"82190","33172679-1",26,1.7334731738,2,1,2,2,1,-1,3,1,82,"TC",1,-8
"82208","33174655-1",26,26.57101092,2,1,2,1,1,-1,-1,2,67,"TC",1,15
"82219","33176873-1",29,9.1202546954,2,1,2,2,1,-1,-1,2,41,"TC",2,18
"82224","33177816-1",65,23.066041482,2,2,2,2,1,3,-1,2,51,"TC",1,4
"82233","33180012-1",27,2.3852041683,2,97,2,2,1,2,-1,2,49,"C",2,12
"82251","33182678-1",77,4.7261489175,2,1,2,2,1,3,-1,1,68,"TC",2,-7
"82256","33183394-3",74,6.6867851519,2,1,2,2,1,-1,-1,1,65,"TC",2,8
"82280","33188009-1",97,1.0758383821,2,1,2,2,2,-1,-1,2,24,"C",2,3
"82281","33188009-2",97,0.2501362812,2,1,2,2,1,3,-1,1,26,"C",2,3
"82284","33188353-2",48,125.06199387,2,1,2,2,1,-1,-1,2,54,"S",1,17
"82295","33190824-1",62,17.345989537,2,1,2,2,1,3,-1,2,66,"TC",1,6
"82296","33190927-1",29,1.7319723753,2,1,2,2,1,3,-1,2,65,"TC",1,15
"82299","33191250-1",47,2.4877417177,2,6,2,2,1,-1,3,1,70,"TC",1,12
"82319","33194420-4",46,7.3229534379,2,1,2,2,1,-1,-1,2,27,"TC",5,17
"82328","33194514-2",45,2.5036358266,2,2,2,2,1,-1,-1,2,69,"S",2,18
"82335","33195669-2",20,2.53566891,2,1,2,2,1,-1,-1,2,49,"U",2,15
"82373","33201524-1",53,3.8356919502,2,1,2,2,1,-1,2,2,66,"U",1,6
"82408","33207115-1",90,4.5207704239,2,1,2,2,1,-1,3,2,49,"S",2,10
"82431","33210535-3",81,12.126241031,2,1,2,2,1,3,-1,2,19,"U",1,8
"82435","33210900-3",98,1.3561415465,2,1,2,2,1,-1,-1,2,26,"S",3,18
"82443","33211402-1",61,2.0572235505,2,1,2,2,1,-1,-1,2,72,"S",1,6
"82478","33214364-1",77,0.4934938093,2,1,2,2,1,-1,-1,2,47,"TC",1,5
"82481","33214766-2",79,32.852697108,2,1,2,2,1,-1,-1,2,49,"TC",2,18
"82492","33215503-1",68,0.8952971054,2,1,2,2,1,3,-1,2,47,"TC",3,17
"82494","33215503-3",68,0.9831145962,2,1,2,2,1,-1,-1,2,18,"TC",3,17
"82498","33216274-1",20,8.2009205899,2,1,2,1,1,3,-1,2,51,"TC",3,14
"82500","33216274-3",20,0.4209106784,2,1,2,2,1,-1,-1,1,18,"TC",3,14
"82511","33217299-1",75,11.340453705,2,1,2,2,1,1,-1,1,64,"TC",1,18
"82518","33217936-2",57,9.5001169623,2,1,2,2,1,-1,-1,2,23,"TC",3,16
"82519","33217936-3",57,4.8162266217,2,1,2,2,1,-1,-1,1,19,"TC",3,16
"82529","33219109-3",32,9.9735958533,2,1,2,2,1,-1,-1,1,18,"TC",2,18
"82531","33219462-1",3,26.191333792,2,1,2,2,1,2,-1,2,62,"TC",1,6
"82553","33220280-1",69,6.1747312894,2,1,2,2,1,-1,-1,2,37,"S",2,16
"82559","33221410-1",72,4.0056383433,2,1,2,2,1,3,-1,1,66,"TC",1,4
"82563","33221812-1",39,1.0977273235,2,1,2,1,1,-1,-1,1,41,"S",1,18
